TransactionAmt,card1,card2,card3,card5,addr1,addr2,isFraud,predicted_prob,predicted_flag,TransactionAmt_orig
-0.04545796782109309,-0.014747526075872866,0.0013889931971166887,-0.0013877281022607795,0.005235499366739899,-0.011516933908937476,-0.0012338159870549329,0,0.0993760018072666,0,107.95
-0.05181517524160053,-0.008048715536728314,0.0016546405297339561,-0.0014812370584608046,0.003044765387847361,-0.021037329901300323,-0.0015473020004997228,0,0.08786512731762124,0,39.0
-0.025663243964390275,0.0023491300119660883,0.00455359768488089,-0.0014171734058220065,-0.02493882290284523,0.020173748493385685,-0.001361345435997754,1,0.14079137161980593,0,44.0
-0.03771361234465634,-0.0015008633932415104,0.03661087638483077,0.08837296216903788,-0.05038506301740092,0.0543561207216188,0.10000062040928914,0,0.356836522068108,1,100.0
-0.01785724741265176,0.006891228845690396,0.004135851063952558,-0.0018307938527348851,0.009797106611723266,0.007106297300593467,-0.0018462512940358527,0,0.1734916724011664,0,100.0
-0.018998351082084905,-0.0017928608327358844,-0.004031502551487665,-0.0015436953783152416,-0.04763561386254236,-0.0033910896496586376,-0.0016911850807257624,0,0.08801118270107834,0,77.95
-0.035266434062242905,0.0024391423606207312,0.008701671255260402,-0.0014278153330746601,0.039261749104654395,0.00919164673200977,-0.001376605430200721,0,0.18861883576565586,0,47.95
-0.02191967275024239,-0.021677381800645407,-0.014775102828703974,-0.0012502464439349968,0.003941282108116762,-0.005152562690780058,-0.0011473711148347937,0,0.10511442561760428,0,100.0
0.06695134861965103,-0.01371255736317236,0.006456963291617034,0.11203858399803657,0.0019584358845455983,-0.01159058447504714,-0.01623152210921254,0,0.31296614898504665,0,150.0
-0.01259778290100179,0.0059615060685052415,-0.0019322416260570386,-0.0014403475805288997,0.00471593411731265,-0.009507038035730485,-0.0015270393947145575,0,0.15076847178641467,0,82.0
-0.047441724053138956,-0.003178318051006627,-0.005266628865818573,-0.0015590801963544778,-0.011072813119236547,0.00048526264601526426,-0.0019006148222817433,0,0.09716156467680763,0,25.95
-0.03584424605643215,0.000807075800032753,-0.021449980604399555,-0.0015026367261327305,0.002575474451969895,0.0045902716072613505,-0.00171930431371304,0,0.11455213529721588,0,53.97
-0.044300500499226375,0.009647502466704264,0.012665972555484495,-0.0014679907567831647,0.009150871728874669,0.009029557455158798,-0.001349960826653273,0,0.16047093326218917,0,107.95
-0.0388956994056592,-0.02483677035402458,-0.0029622201567693217,-0.001446177590564706,-0.008379278861584663,-0.01750288067383185,-0.0014735446043822324,0,0.07159890949181244,0,59.0
-0.042289216154287074,0.00038275941856549676,-0.00235000733873014,-0.0017711628332943653,0.00729415349362677,0.010836217507640992,-0.0018788313048834473,0,0.13731939392726766,0,57.0
0.08449971169000096,-0.0017123294593244874,0.009978229520248348,-0.0026224451554913643,0.006380690707198287,-0.021060666319720422,-0.0013304281558100285,0,0.24122824396573112,0,149.0
0.11270092310366005,-0.004404172596281142,-0.0219530287455386,-0.0016744998385281437,0.0037883918330284356,-0.005255965557071163,-0.0011344947407002026,0,0.24916263459719729,0,500.0
-0.06032601140912103,-0.010970351343889769,-0.003494551904799959,-0.002019792061764145,0.0055759787978857,0.0050944076370921165,-0.002044686186073815,0,0.09891047466795908,0,34.5
0.12898191833367964,-0.012712256571274888,-0.016288946792254008,-0.001812524321041998,-0.03941446010324268,-0.0044009431940096305,-0.0011634623424141637,0,0.22028480614807092,0,300.0
0.10088123702625341,0.002738511168228477,0.005316460206153038,-0.0013475215658345335,0.01005610761120145,-0.0048184981631965345,-0.0006813856775490614,0,0.2792403917438852,0,351.95
-0.02920087906608757,-0.004377733800938281,0.0031455043012650736,-0.001566204709214044,0.007856890987656146,0.003988201026577726,-0.0017327814183252315,0,0.1452084784595632,0,59.0
0.10520200451939413,-0.004384232969378904,0.0018871439315310636,-0.002777080549823336,-0.0029012467770200916,0.0027338653430507356,-0.0011373686632510866,0,0.2657185659731311,0,270.0
0.04499851273459342,-0.009417028014843358,-0.009076258321214841,-0.001815780986391929,-0.048589085433008564,-0.006721719458654704,-0.0008762834952374292,0,0.1355978381638724,0,221.99
-0.016982089745838706,0.0019218976268518635,-0.019343458239902786,-0.001371726664510949,-0.0048723318965401535,-0.0023988444154273724,-0.0015459116576474969,0,0.1225030161456138,0,100.0
-0.047490718312186556,-0.0005990851903625746,-0.004163996098566909,-0.0014544348916480595,-0.046592329003448084,-0.0023116434029058033,-0.0013461118112933356,0,0.06313716242821793,0,29.0
-0.04536298843443643,-0.004875634766129943,-0.0008131187069212586,-0.0015585459051364863,0.007936144781681394,-0.00915846252585911,-0.0015587323399784297,0,0.11170414324184932,0,107.95
